Twitter,Twitter_Verified,ETH_Address,Debank_Follower_Count,Base_Address,TVF,Net_Worth
nonfungiblemomo,True,0x9197f339cca98b2bc14e98235ec1a59cb2090d77,1299,0xeb3be9a7add0389b24e24a8e20004e3b9e5a3433,9997164,5055
mahdiiiyaar,True,0xc98b1c64b32f1c6c795fac68418b7d2003bc083a,792,0x0c6c331e7da33ee2593451e3866ee38b573e7858,2064250,3668
Julien97119598,True,0xc57658524232ce4879cba2e86f4754dfccff1ba3,1897,,62539007,74726
yuukiieth,True,0x9fe460b9689cdcdad1d562b7e6ad5bcfcd4a2dcc,467,0x18edd84ced61ca7cdef8bdb846dee9228cbaae78,16663836,4199
romareyes8,True,0x18a0ede773004339a4de937c5b2e76dc1b6da56a,1283,,9304664,5616
probablyaihe,True,0x1931db4f2aa47310c712156aa8c68be444499aa1,452,,2207215,22009
don_lemes,True,0x609470c2f08ff626078ba64ceb905d73b155089d,589,,37123217,33157
pingubtc,True,0x4ea111a8ca86c17aa34a016f78f294c55593c307,1694,0x5a6b80227b458aa99c457bd95039cc84ff19391a,13463658,18191
roman_brama,True,0xb75da0c0280dd1e01f5a2dd6a8574f34696723bf,1735,0x47fbdc731bdd18c2923ce2e15450774e74ec0faf,98682066,20295
zkSwap_finance,True,0x96f026ae1bd72f8881319541959018e6c1fd3071,525,,1582162,1098
ccmgurrea,True,0x39676ec9c79fcb29100bf5c6497fe5ee6b0e1b8e,1217,0x69d3bc939de4f809dd3a6e23cb5066f892a8aa39,1695930,802
troyanresell,True,0xddc4c88f677459ff333d4e181426d814c61a065b,3095,0x04bf8937208bdcadaa75bf823315b0698adff116,88139739,243
poupee999,True,0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d,899,0x1a8b0891cf169e02b2d7213f826a28c57f50f8b1,2322208,8805
vasilis34707426,True,0x45ce06442ff68195ec74e0d2ea22d241f02bb621,924,,21040315,513
s2k211,True,0x1a049909125c3665dbb635b0c7b299a66c356dec,868,,3464337,5451
preemnft,True,0x9c9477e1765540b5b2fc2a068adf72dbdf51db4f,546,,1526169,1406
kakaofox1,False,0x810be9f0e14e77bc33ef9526c6a9d5847dde7a74,1288,0x4eb7777efa8ed87d242bd2794c3d9b47348f3215,46358621,102045
csgovanlove,True,0x66a9927f465c21a576b3ce5de00239323875e1d0,1308,,23125505,21548
Hgcf69261380,False,0xe67d3b0bdfd1d853fbce6c0898b464e332a67b18,1441,,7005163,7098
cryptopeshkoff,True,0x2077869ac1367ac263e9a881fa172b4f33e1d6c7,372,,2406586,44589
pitannnosuko,True,0x42f4fb4a30cbc8b38490991188e5f020ec3f9fd6,2195,,8647849,12580
grrrgr0501,True,0x481427db49fc515c4243f13293a7ee6c11bf0a82,615,0x258e1b924dbdfa2717f20d399aae9d2058d749d7,40204726,16894
an9218_negodov,True,0x84b81987f6ca3cde2a50daca42a58a132099c731,1283,,64440582,4032
GrimReaper91SC,False,0x286bab64f70880dd6b3f895fb926c6dc8b594b77,476,0xf07c666fa1a77313f4230a89be8ff3f77b100459,5474617,23232
vaniabul43,True,0xcaca92abbf03e62bb450ccf72b877c6bae36eeb8,4779,,4648409,6780
zhangmin0426,True,0xabd8cee5a93265fc7d1f9e45f0169294d01b8802,438,0x9360d35d4e6860a4c3932c18be4513e347cf9c52,2806262,2456
MUHAMMA33577106,True,0x0d5901ecad0bc8786a9b6fa53a19ce465ccba199,1340,0xaf049bc027921b8ced3df605ec7eb292729c9fa0,5628555,4099
Swift1_NFTs,True,0x674c6d8e1477d771c22eee7892f94527c397d345,866,,22594940,29753
BurVour,True,0xe5d5c48d979ce8e9da2c32b7a7118920dc9e3566,1330,,70247300,665
bukalemun444,True,0x993104097a62f948b0b7f58fecc36862ba001502,922,,42620369,6135
bweadbwead,True,0xc40449dd6d750cd53a724c876ed878c2601fe31f,839,,9100727,6132
AndrewBysh,True,0x9a1c6e462961422168b4d958cff3344ea7430507,451,,1078465,1188
key_sero,True,0x4cb75146e98562c9d79b31649c6c739e4dcb7cd5,1564,0xeeb409dc85d05a12cffe7da594789731ce6522e0,24625737,24220
hudkou65758,True,0xbc308d347304e0ba96270e903f1442958e189caf,1523,,12021563,518
hatasCIF,True,0x9beb2a114da37278e7038ea937178b1059237add,3411,0xcece31ac81330c43b173b225d853e29f4df7b6e7,6552700,1203
Bonafide_Katze,False,0x1a09af175d4df33cecc775401d22ef49a9e0c2c4,280,0x7e626fd5efc5801158690ba63b91f33a07836632,1065135,1311
Estouraduuz,True,0xb798081a4fba31790f13e4d553e39114ba0998ca,1041,,12184967,48307
balevser,False,0xee7c4aca7d64075550f1b119b4bb4a0aa889c340,1133,0x5845c5c86d0bb9823b0b31892e15dbe716b0100b,7875380,34600
Alex_Luxiano,True,0x4225fc4876c4fcda39c12e237df5437b81dd1869,452,,4186941,66838
polarstar216,True,0x0023663ef9ce49ff7c8ddaaa70061b1fcbeedbd5,316,0xb8a3341ca433705542e8abb016078a907fa1e9ab,1933789,1487
K98724090,True,0x88b8dd3e10788b48314567f512cd3180716f8d5d,953,0xd23412ff270e3f77faf7f2538a881f1ab71e05b5,41692310,3962
crypt0chick1,True,0x6124a2c1865e183a798006bfcccb2affdf6e9ce7,457,0xf833870f5380399dd460104ee90559a9c4bbd43e,3224683,34843
Atlant001A,True,0xe4a336469eca62a2d76ccf68f29ed55d5c472161,470,,19493949,998
oraclus_com,True,0xc1c674552ec545cd49666d20ff9ab76565541e80,1658,,7725765,1013
CryptoMoch,True,0x4c735538fff14605a9eccc1c31136542a3d3e73a,390,0xb39376fc3478dd40e061fb3588d71d07ffd0b808,3279413,740
0xmozzy,False,0x4032ab8d5cced1444240c7b973f36d712981fb00,479,,3127405,12892
defiport,True,0x2c4817f6530423b5c7da7cfca203ae1a9655a874,3726,,73099597,790
norim8290,True,0xde5a83fdcd07800e5f165486c34edb1525d40e44,1009,0xc1d34cbc530c77f0f3dda4026ce63a04fb121724,2180935,4090
Velicadeema,True,0x2f9cd09de5ced8d93c83e09362e6ea61a6c765c4,780,,7548614,29055
LukeAda79328776,False,0xf73c0ff40ceadaf71d59ede0137e62221181de9a,877,,21229971,159372
DegenKoloToure,True,0x45b1827e9aa31f9de17bdad0fe0eecefff086207,1493,0x4921b0502002cffa3a94f03a731f6d713090bb7e,40807732,26667
Antis_Corpus,True,0xc961bf3988e2dc219e47ce8c4cf70d2bcf0a7f01,1157,,20142189,10508
ivan_collector_,True,0xea5fd79d5f2f178a3705b5c797b1af1d8d738ffb,4943,,21382385,330
maslovSL77,True,0xbdd677d469dc4a7b7679184f71be3def6513aca3,1396,,2050596,1019
Volha00849444,True,0xf7401f57a705b71a9463d8b5a2a59ea0161c93f0,1083,,26178553,13860
NecmiPacman,True,0x1d0712296eb33e0a3a7e0b6e2e935f01bec0bd39,1701,,19686625,1100
xardmoney,False,0xda5eac476b03803816b8137345957009064c3223,3723,,12202855,6426
bajapaneth,True,0x0509d92be0668e1c5b658a3d10a9d5344764e5b5,3502,,4729462,2229
clementfrmd,True,0x0494f503912c101bfd76b88e4f5d8a33de284d1a,437,0x947994bed3b6c0e9762d397324a4c857c9bbf078,3189509,16385
hoaivan8587,True,0x140bae15b336482bacc5c56742ca8ffa87e75afe,1024,,8647364,4026
rodionadov,True,0x4ea6eaf5279a69219a0d4e5c3e2a9542ee6cf084,1870,,4205283,386
song2man,False,0x506cc4485a7fd42fea6f2acc97d7de697b88419d,865,,40336843,14269
PicopicoFish,True,0x10b549dfea119302a96f23d7e53f49a059b50037,485,,1793350,1852
BeratOlun1,False,0xc23f78c43b810f3a29168d5652c34f387d44dda3,1882,,22071618,7541
chiapudding000,True,0xd7efae6e8e0556ebb5e77a499a34fce6a4d8c722,269,0x773ffdcf5c5300edaa28908b15d9926d61affb74,2007777,98141
lapinwave,True,0xae53fcbca14c24238ea5ba021df497753394b876,2762,0x4a89369c9e145ec4ed48e4de895bd7a2b30da352,26681103,899
ggnoobs,True,0x6d6f90e30e8708d615a5cebfe4a50b7b041dde99,521,,3570814,19574
1oots,True,0x4781e7e272cf22a674becb2793092940e839f7b7,605,,7861688,912
lskraise,True,0x971740ed368934875f1890898d5ffc10ea99fa43,1059,0xd2cfd71960cbd9366488bd63944797da6235d424,21623305,24128
borris2882,True,0x7117248ddc900ad01b78c02462b09f3c594b13ea,400,,5338064,22734
TR0UBLE5H00T3R,False,0x4386a86277a03ff37188416767ad74e4381b226c,463,,21325449,30782
arqostro,True,0x2681a08d156be6db2acbbc20b1374c114dabd7af,745,0x60b8060fd93987b9dc11c34c6aa0a4cf3d2a1641,11741972,31993
HadiYousefy,False,0x309471398adfa2b136970583ad0db66294f035e3,1284,0xf8a2b5498d5de5e7cd78fc1c8d805e6a6bf05753,3981419,8432
lednone,False,0xab66b0ae2e288fdff08206acbce7b1de755a97cf,90,,516195,1164
odinthor1121,True,0x53e695f742b4445314d68a3bf54803db7e7e3e01,679,,3346021,4211
brawlernft11,True,0x75e0a54ed649cd39cf94c8015bb26a873eebb722,198,,21605001,684
InbzhLov,True,0x7375a356f5948657bf1dbf412b6b0202d822ff0c,1072,,16867929,27593
caroni400,True,0x4bead5fc18ea31bd5149a5081b42f034e200e9e4,247,,90581240,19377
nickey32798479,False,0xd1cd19598848809084585853a330a994bd191094,1529,,2145785,2207
iambrienkov,True,0xa8d70d963cc2784aa405e288c4ca70d68c76397f,2954,,11043893,2307
sibertony,True,0x77adcae7d3df1dc372aa932e4684b25d97dd90ae,2065,0xa27abda87ff497f891cd4d362a8edce35c74f690,2439380,2622
nftwangg1998,True,0xc49e26bbf6dc3fb4af356de3a6eadc49b282a078,614,0x5dd417255ec70096823ec857b530a48c341b7777,2736361,700
1eor1c,False,0xe64defff20a6494087fca45e2ff56880caaeeccc,1232,,42454394,77599
0xM3R1G0,True,0x28458788fb965bcac5f0df629916a3735112dac6,454,0x487c06896067abd3f6576958eccc6a6a03dcd0e0,6499958,73978
MartiCAMM,True,0xc8499d0311ca31a60e11d58a5a7e4f1c24b95575,450,0xfc6f3412339c72023d400d0871d336ae803a1045,3062363,6275
gendalf_gr,False,0xbee157c1a64c115d8361aab2542f83d204260a97,558,0xc572865934df1f6480ec740a1e73f94ac02612c5,2627870,8125
chebur44,True,0x7fdc99fcc9fac00a69c5fe3a17c6e638c2078ad2,4226,,11136034,10507
tonpa_net,True,0x695503b13dfe5a57dfca91cc9e00e6ad17c460a8,3142,0xe0e9ca603f240ac1b9c1b7d1ac995602027e5bea,10185667,2928
fonsiman_,True,0x1633090139689acf26bc44c7dc9c5f2d4e320526,1135,0x74c6fdf14b08479d118bba2268ce78bf9961cf83,9858425,5742
KandusMeik31535,True,0x3fb120f36614e2216ba271194d220c1ea1e8bb69,638,,85431943,4744
TabithaHeffern6,True,0x0d6a9963f7b362c3d50cfdfdc9207b4d8e766c13,1147,,3967518,14950
NoPindora,True,0x41eaca654a92391e7e42c8e8365a8c256866903f,266,,2166766,1470
metalandsnft,True,0xb7a5706bfe258433868d4f398b5e6562da915a56,1301,,3649087,2136
ristolajnen,False,0x521dfef993607b292831e1dd01e0af39f3457d9d,678,,2419646,5728
ser_optimustech,True,0x5cc688704bd00fac6e9081cbc011810adfcced02,4481,,1738458,3134
stupidarling,False,0x3e8ad2710f8e424dbae5d5f8efcf872abdc88d9b,1431,,31706909,105066
korovyakovskii,True,0xb4318bb6f2437952befcf15c69a41ffeff198a6d,553,,31402167,1088
mir3wan,True,0xe7148e4773b8f54755ae448b81bc67a3c666f1d7,1193,,30547511,7676
BTCRAM360076,True,0x02ee60f832cc752ecdbc7ee91367515c57dc2209,5500,,10359900,649
1adadbehzad,True,0x738514d20ce5b627224567b1181cedcf6cbde697,1569,0x5a4bca9ebf6319ceb310d58bd785857f1aba2ad3,5771987,3223
denitro88,True,0xbb643fd4b8ef6b2df5d9ff3fba1b7b9d6a190748,2199,,3210990,3604
provodnik77,True,0x1845e7d10e9db3749ca34677254e305a834b8458,1398,0x6128ca9152b53671968dc5ab00d602525e5b7f52,28877868,2830
HIGHLANDERTRAD2,True,0x3e9ec57ff32e4c101ad6d0e8b88c9263001317ed,657,,3619955,10827
Fio02618066,True,0xd455712e43582134f101a0c686d26548b5438a3b,592,,7569415,200087
MehrAngelina,True,0x994f96722575b64b27cdbe327498f34aaa2f0043,1120,,6110931,32416
tai_56,True,0x26f3fd2a9942cefc2d4f846739eee33a562e38c9,374,,11058743,16697
ecccf0680bc8463,True,0xf7bd318c5f038962bff4288853874e794b01d47c,1352,,2009001,1322
hengkiwijayaa00,True,0x1305b2f8ca757b92eaeee6f0d0fe83f8b44aefa9,819,0x4c8baae25b337b92964f7504867a2b7880b2c122,2931807,2850
hamin_ust,True,0x5c8a7b88dd1d867b8ae773b3cbc3effc5d21081b,926,0xf681d58e92291b687039f22fd9e85ad6d22f8a87,3113900,7910
fyren212,True,0x00951c1d1241f9be0ef5a55a1755fa49c5629ebd,4377,,2283350,823
Goat5551,True,0x12eea04a8c4c6065e239a746d705c038b757c43e,589,,3609233,11990
zmeu197,True,0xa6bc2df054867e18999c63d990b1181b688e441c,492,,9203302,492
Disna3510,True,0xf84b9e57628da8a8167c0f84c266f70ec0863510,515,,1430373,23943
Pasha957792159,True,0x27279ee3400842449dd5b409ca602691d580f9b2,904,,2800229,2084
mozhtab,False,0x1ac262d831815b1296803f01221271cd5b1c3bbd,1100,0x6339bf9be9378ccb91103a41805c2162b4487eb9,3429593,1511
NareshNaniTrdr,True,0xe4310545e143b6e44aefa9a96f9aca44984cb1e0,1557,,2720663,7780
diwick,False,0x445ba6f9f553872fa9cdc14f5c0639365b39c140,827,0x6a19fdedd2aa944d7deae784bd78db412e80216a,8676150,382069
I_Mark1,True,0xf4b474ff54b32ba8416bab879cd42837cb8dd9bc,639,,80372188,1586
durtank,False,0x170b6ee0387762acb551310e817febe5f98157bd,652,0x5e91be552589c098778e05c86b602bbe151ddab7,31106901,293011
miyazakiweb3,True,0xdb9d281c3d29baa9587f5dac99dd982156913913,14839,,151681551,819478
jmenkanavt,True,0x147e16f0bf524a95d07dd7113f4c7e7c1bd67921,1206,,55420705,4417
rabbit_in_white,True,0xb7fec6a0f8884061b839eef30148d0f2827cd6dd,1452,0xf6a8d9cf25e9916cc52fac99ff08c0d7815d2da8,87079308,371
hessingeer,True,0xc2cd198d1ea050d23d47f90c9293d63ed5182409,1918,,16994333,3322
teransformers1,True,0x56d79fe635196e734ce29d7a8ccd8014865e790c,1671,0xdbf81603aabad6e84723b9eb1cfcb0dd51715da1,4636992,2762
Aparhanov,True,0x4a8646c76d404fad04ee39eb213ae6174636c51b,1068,,42165231,3662
william86252626,True,0xdc8c1959c74ab2cb3819add153e62739d12be550,629,,20567129,32365
KickenNicolas,True,0xb1657ba508755661433d77003cc9572ddaa3a64d,654,,11485853,5045
FireBotDAO,False,0x1d4b30ea0a731e092a8cb0079666bf1edfbc5f58,72,,1883461,1377262
tebvdwq,True,0xc52615e6926e509b20af27910e3341c80c3936d4,467,,5713563,1616
hotchoco_0724,True,0x2bdaabda8a3a5e2421981cf5bf01b486cdaebf58,921,0x93d474521c596ad464959510d0d2414ea32ce209,20424714,533
shahah25,True,0x7e219b0ae122c7c611218a8103ebf295bcf181d4,1059,,7919263,1138
matomo45,True,0x166b0e967bf17571fc2df38064a36ed6871d6118,2859,0xd12594b3068ab042d27da01e406c0675558378b8,7958093,7812
sansung70,False,0x96e89e0a4ce29ee955a40bb332d441336ac9f332,523,,43864277,2054
daydreamcrypto_,True,0x15b64f3c7fcf744650dcd6c75ecf28135ba6396e,323,,19662122,697
rimboli34,True,0x66833995ecfb462f5fc0d25266160da7f53fda99,876,,5303615,35233
Rema8877W,True,0xbe2001cac96fb028a129bb4d0bbe8e4eb8a29d25,1020,,50429984,458
krasss3108,True,0xc0b54011af8591ac7f9dbc635ce3660b5db903a7,1459,,51502558,7406
fckngmeanless,True,0x17f2310867a86bcb01bf37d2cd9522ce59c6a37c,792,0xd39a4e98d90e6f918a59ceecf72de0ca76b8e5d8,77132441,12386
Loan09894939,True,0xfde11ae9a9bd4555922d78fb98a924ef402580c9,1254,0x26940b4e7f9b08c65745c59ec509dd01e7363c3a,23342633,37294
hoopie29642958,True,0xdd9c5568d1737b1a646940c9b9d80dcf9c6ba248,1666,,10511564,9472
remidot,True,0x8ed876fded3699c590be3e12cef56e23376eff3b,336,0x368dff91acb9407952de9379fc8dea56a46b4e65,2380707,15239
ETihomir,True,0xb46f9de5c6384b2463344648a320342b8f4a16b9,1264,,4395547,5726
ArturPtic,False,0x495e884946e5de7376c575bb6a17ffe47ded2590,1005,,23049964,1760
muszelin,True,0x995083be08a8d7c2afd9f0686ee16729c56e34ad,1591,,11778633,26968
severiniv88,True,0x61705ab3e4f1948216f1127cf5209f60006aab5d,1133,0xf91c88421e963c9145e40ee445fe5e6bbdd41615,11178598,8698
SalvadorD_,True,0x69aea131aa2c758e65affb07adac06a9d42d42ff,957,0x287cde9ec79f575c8cb0c209d222189ff60fa528,2570205,3785
NFTgossip,True,0x2481fef92f6358a410f4b42a7672f23cac514c2a,515,0x781999d9132d188da5683d59088b013b4d5f0e28,31503857,22872
nabones_,True,0xb9ab15a30db93404d62a8ab8be4ab35474094568,682,,67123154,4388
Viktor51343330,False,0x356a9727e8f06a8a40134db9655780143c8e2b5c,1727,,45076695,4172
195Zinh,True,0xb2b9300475af157676c44ee64d39a5eb3c294dbd,2921,0x8bfd996a7f58f63b82ee40f2a74092310c3cbf9c,1192295,1239
yammykoo,True,0x272433d9e5d73db3f2d8dec5c7d54ff922794466,786,0x3098e0db66a6617d069c9fa617656cbb1c25a6e5,27399731,56752
MaryMoo36071369,True,0x78225c928f1d15aefd460b84d70d35a3416dc378,944,,1116755,1134
crypto_nikola1,True,0x50cb77153616bdf70d857c70df9f6f0260e2fbf8,1771,,5661703,227
thevseinfo,True,0x795076b0f5cea89e45a493acd2721f330fd79b73,672,0xcba2b0f0c5e77e35234fbd38dab8f3065a1c0aca,4471568,182657
0xlilitch,True,0x89103f341481063abd8a70d7b7957585a2dff9ee,1877,0xfad8046dd6c4db34aae7cf0bb4eb583795ac743c,7104449,13617
TacitaToons,True,0x33a34e27a81436ba9d79276406a285e89a8bd8a8,1987,0x03549ae50624544908076b06f97feedf3c8ca496,5162475,1794
0xBlacklist,True,0x30ce132bb163b1189a8eaa07a3891ea78b91c677,344,,1464720,1271
AYamaltdinov,True,0xa6e96dbb6b7d2c12062e70d3dec87c4fe23f961f,1139,,4249563,4018
behroozA44,True,0xc65b67e6f685d43f4f8908ab5edd031881bb395b,1921,,9454491,1539
DevVet,False,0xbc09716f78c97f9a07821d3aec752512228ea17d,433,,1514989,7604
imag1ne_that,False,0xee9495f6f6ee548c6d441c366a7021a7befc4acf,485,,5923904,141548
mioku50,True,0x4a395b0efc9907a195c81564c10a985c7e9f6a15,1720,0xd65e7c65f2fe2af3b598bb45d73e9e775313e63f,11408749,925
Ramyu001,True,0xb5672e295c6a51a845f144eaa98a7ff615b63fdc,568,,9862430,8295
nft_gustman,True,0xb05b61f4f688b2c4f3602efa2b7717e219f72441,463,,2155673,1297
dmitryv88,True,0x0727583792c930a8de97fd13516ef0d544139afd,6733,,2845553,951
crypto3egal,True,0x5defe4f60965528030ee48bba305ed017ab84998,1132,,4731335,12165
omidxyz,True,0xafc29c2ae80c368a7350766b882b9c891e0c5a06,1003,0x30ebab01ac2549d4edc713ca5364ef6916152a76,1826213,1969
ashtajts,True,0xc1ff3e6e2f1c5c0666dd171d72bda9d26b1d1f30,3737,0x4f55f410233a60bf02531bdb9ea3cb34c7040914,3408581,8440
PKhemapet,True,0x83bbe9cfcc205bb8e53cba0b51d6db9386ce58b5,712,0xe536c7ee960515c44f65bad65640193d93ae69ec,3057147,7685
0xdante_,True,0xb404dd805ef19f74a03b3603af299156bc366c39,688,0xa742fb0b45e7ef111bf2a4a92624ba80555d3828,16682639,1618
xuantruongngu19,False,0x7160733272390410252204fa017bba46395c9052,1303,,64984714,16281
lastpiecenft,True,0xfbdf556eded78c467f58be91d6d56f6eafb16dc1,1150,0x5fe73b297ac81283dd1e5cf20881bc1fc3313de8,21839516,18793
kustrader77,True,0xc39a08124b2b34ae5ea02f5a92ceb3dbedc5fe6e,1931,0x6c4ff325a4869d50f17a6e25610a34cc3e03e3c5,3226720,6803
0xEn2,False,0xeb8f7b8c27732e00bef318441422000d8ccd1e54,557,,20047003,325224
Evgeniy62440860,True,0xc94e27aa0e96ce97e6673880fc97a15385fe7fbd,1516,,1421750,327
MaksymPO,True,0xf2bc825fb466136d00571b496e6eb1a601679919,960,,3220380,1071
AlexHsu_TW,False,0xd0ed643099041b805adec2e2af3329c06a20ffe6,2192,,2740738,177007
6KB8YGKlcdgy25U,True,0xc0404866985b4b8db3a73f481be50700285ad1eb,679,,32674962,560
raven_ventures,True,0xbae3bad311a211dbc19c14a5d2995a9a4741abc7,568,,19349139,8774
goon_crypto,False,0xb506c02f6b5b84e630e21b56347f2ec1a293b29f,225,0x9b30c2491fb11f682176bb864bfcfc1ac797af3d,39532902,5188
Kwangdori11,True,0x9629bfe07ac03cad4f25cf10b0f5d1da618babad,1263,,66286990,2118
SwatiDu94018812,True,0x3296e3b69de53172ca297c092e72132035a5dc66,1257,,11804286,7525
Omurgur2,True,0x95305279414f309891342224e8afc192d4506cfa,1028,0x732da1aeb4792324ea16f80f42e0d4ec27462ecb,3152669,8226
renatolotto,True,0x78679c3e6ed49ba582a46f1778f4f28c2734c53c,889,0xc445399e338d6eb8ad5993100b58ddb4d301fff2,8261324,29105
bang3x_doto,True,0x1e1bd10bc1a59c647a1a6377ff063148b6f9aaaf,542,,108397634,8225
yuito_1,True,0x74a2e6a985b33454d39a0b333f51c3315cafc125,2000,,5905350,6507
blazartrading,True,0x34750c3af93ceda1500d97de4493b13e509ea24a,373,0xbfa9595a5ca81d440fe7f62db81ba745fe8b1b4c,1366859,3750
LADRUS_Ventures,True,0xc66801755f833374fa4eb3ba67c25f720699b490,1899,,72607309,547
usa20305,True,0xd3e14d46ee219ff85174c076ddfbb7f99dd0f9b0,2084,0x18c39508a5bec849a0c86eea4da53623a72dd095,5769253,4320
zkVlad,True,0xb731c1da69c3bff9b4d13a911895f052a71f19bb,1084,,51911748,17285
jammin234567,True,0xfd60631f85ce721df328fceb385664b52b115418,212,,1014950,3014
profitovich,True,0xa37234f6b0c76068f104fb0659899256dff249af,1809,,42842156,406
Meytab7,False,0x002153708f11f2651215059eea30820ee4d49ff3,1139,,10955374,6919
neozaru,True,0x92a0b2c089733bef43ac367d2ce7783526aea590,4091,,35225047,108903
onrdnc0x,True,0x64d2ed8cfb02f592cc4a7c7359e9c8c104d2a3b7,1202,,4030557,503
bombtcc,False,0x74e121599db43f2b11b75179aaf06f5ed6187977,376,,1167166,478
RASOKA_ETH,False,0x67f72412a592d066a2e688e62664116deabeab29,733,0x842a18c6a479ae575e9f0e0f6d3be5e9eead7fe1,7471677,79074
averquik,False,0x0f9ff5028ef1aa963c965632f0bc113a140e63d2,677,,17516622,25496
johnny00crypto,True,0x815612815d7fb01b1e8a97fe4a0996e77245a3aa,521,,36493589,930159
ZhantaiIsmailov,True,0xec6ba66a6d19fc4b6e123fbdba59e310d6d767e0,1093,,20385374,3308
wooses15,True,0x49fef3b732d8397bccfef412873d29de4e7d9316,925,,20744273,27972
minatajack,False,0x5bcbaba9704f625bdb7eb1d8a3c305737916e6ff,573,,3382526,104783
Saeed42259884,True,0xea6887f2b7d9eac0149b13f1a61019cba4b8a512,996,,5533251,5633
MrGS4ever,True,0x60d4dd03fca377816c959ff89033ffc8af4efad2,483,0xd571b3387492d316a8fe2f930798a119732d19da,1124898,3896
cryptoprofeta1,False,0xc2ef1173a4b051bbcc4474c407bbb2ac7e02e363,333,0xde4b8fcb92de1475ee3918953d5c97eec108c2af,2925886,6146
legolasargen,True,0x4a59deffec65bc1e6dc9c1f38656f727257eaef7,828,,18814236,2243
Javier75615663,True,0x56b5401ab2d0499ea21962b2acd82c34ba828559,2084,0xc90bd78f34bde4c9bdf67569d32ca32a59ca0ce7,39240091,4906
shibakojimaru,True,0x3296b13b1ee66d953d4449bd81581a4612ecc27f,263,0x3f4ce5773dd400dda730be64cec9581ff23f1150,1194720,4387
MR_J2M,True,0x413a9c69df59288ef9a7ebe78a2033dd2f3e1af3,1203,0x9729989fb3d28716550fb4a3afd81bf98d2f0ca3,25068785,2108
0xSolarcurve,False,0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,779,0x260360460818fa9a80e51b2cff71804a7c19c151,37903842,176973
pengjm18,False,0x18842d30863c114e4c6986db4e42fd910d68e034,1440,,7322007,53821
lizmurders,True,0x9ed80eda7f55054db9fb5282451688f26bb374c1,467,,3115820,4640
vanvinheth,True,0x731543500f400c91518c58a173547058729a8101,2071,0x522b0b32ce115f18fb54197724d0194fef35f4bf,27868470,3678
OxNgL3DXmlsptel,True,0xab1979b114102ef6a62e7092afcbc64dbc769a49,968,0x3d48bfca9330a66eb4359c03fa3ebc58549de592,4812964,218
xxxBitcoinxx,True,0x13ee642ac134e69e4cb9f279511895380d0d404d,1385,,3681558,4044
worthleast,True,0xffd1d00554ea254f267d3f73658d6ee69fbdee52,427,,19879353,15657
RuthGimsonNFT,True,0xb96aa979d4cbb7246a4aae77f0a4489ea6770834,744,,3160096,3245
1moon3star,True,0x3d6d943cbce3281f47a9fb28644fef8b71685c70,221,0x9752febad47a159b468e243fc87bf035fa31028c,552522,2702
mythrust,True,0xc91b41cabfeca199c6e2b84a9da08d24f3853397,189,0xef87a3935abb94ac28ade6a77a13e181459d6997,1969472,31996
dlong8888,True,0xf8219bd4d474a8ed9e4041d6cae01467f3ee1e56,1408,,4500661,13162
klepikovadaria,True,0x3e6b87ff2168d15794a865d09a6716415e7dbecf,6940,,9755077,991
Mister_Cherryz,True,0x658077d3ab7d534da438126f3b9fd9f13fa5c516,1492,,6755414,10303
YPO_Impact,True,0x3c97c372b45cc96fe73814721ebbe6db02c9d88e,845,,4759736,1166
Sharel0ck,False,0xaea7b7805d51cd7978ef12f79a238be2427d44cc,674,,2905968,20808
nosll1204,True,0xbee81ead08a2dc61d07fb5eda71915e099052ec2,345,,62115713,11804
Alex86325271,False,0x32edbf91f8a9a377ae57dc95fd2192526aa32309,1896,,39809697,8045
noboneeee,True,0x524ef914dfbc4b7cf52b2833644c47683118b045,433,,1074917,990
AUM1_a,True,0xd2a82c10236d45a1e56477fd0ab752a83ccc7409,156,,1085889,449
Stolyarov_BO,False,0xfac764f39866e52465cf3d1fe8a959a3a9fc6d27,383,0x05f15071781bc73bccebd5baf7a9a428676d32f5,78005580,3904
them3m3coin,True,0x3f3a1aa0585010b73335790992c50ce7c44dd1a4,1790,,5368341,10337
ddkluchnikov,True,0xfe968f385ca7a4eeeb395e5c4cfa5140d62572ff,445,,2224464,4365
Shibamarlians,True,0x844afc92715fc04d0dc920b0ca2f31b9963af6aa,710,,3024111,20499
wws_lol,False,0x77703bc82c53979e8e8f7f0a29bbe5cf12777777,594,,2759632,1162
aaaeeeggg0410,True,0x469adaf766fb35f1a3c2569fe8c57a50f4b39131,1111,0xe73903e660950e02769d03a716b1791aa73374ec,23600827,60361
papcrypto,True,0x4d26bc95c771d1d0a5c5e76297c8f53ffe5f6c19,1255,0xcbb5b2895f502412f19fbbf6ee5a2f5d8a1564e5,13055561,379005
ppetrpervyy,False,0xf613bdee12ebf8b204d21c4ab57793f0ad47c607,882,0xad90f29a81ca12144317a07de85c2d7f70be52c0,3470621,1847
ArtvinMuhendis,True,0x613b3eaf32ff62e3741adab3747518ce5d9372fa,650,0xe8c408d428a888b53d8203ac8c948c7b373475cc,2395225,1072
ixni_gm,True,0x4028a783175ce0edcc3ed76b467df6ec779c2cf5,3804,,60920684,196
